Opening file: data/1k_128k.gr
This is an undirected graph
Read from file: num_nodes = 1024, num_edges = 262144
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.306400 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.304800 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.304800 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.305920 ms
:Kernel 2 TIme: 0.018880 ms
:Kernel 1 Time: 0.306720 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.308000 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.301921 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.301600 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.302560 ms
:Kernel 2 TIme: 0.021120 ms
:Kernel 1 Time: 0.303040 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.303680 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.304800 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.304960 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.297440 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.299040 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.299361 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.298880 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.300320 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.298880 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.300480 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.302400 ms
:Kernel 2 TIme: 0.018720 ms
:Kernel 1 Time: 0.296000 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.296960 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.298400 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.297441 ms
:Kernel 2 TIme: 0.020320 ms
:Kernel 1 Time: 0.297600 ms
:Kernel 2 TIme: 0.018880 ms
:Kernel 1 Time: 0.298720 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.301600 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.295520 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.294880 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.296320 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.295200 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.296480 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.297441 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.295840 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.295680 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.289760 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.293440 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.292960 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.292960 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.295840 ms
:Kernel 2 TIme: 0.020800 ms
:Kernel 1 Time: 0.294560 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.293281 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.288800 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.289920 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.288640 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.292640 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.290720 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.290560 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.290240 ms
:Kernel 2 TIme: 0.018880 ms
:Kernel 1 Time: 0.293920 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.288480 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.288160 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.290400 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.291200 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.289920 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.291040 ms
:Kernel 2 TIme: 0.020320 ms
:Kernel 1 Time: 0.292000 ms
:Kernel 2 TIme: 0.018880 ms
:Kernel 1 Time: 0.285920 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.285120 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.287040 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.283201 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.285760 ms
:Kernel 2 TIme: 0.020480 ms
:Kernel 1 Time: 0.287360 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.287520 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.286560 ms
:Kernel 2 TIme: 0.018880 ms
:Kernel 1 Time: 0.279040 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.280000 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.280960 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.280960 ms
:Kernel 2 TIme: 0.019520 ms
:Kernel 1 Time: 0.279040 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.278560 ms
:Kernel 2 TIme: 0.019840 ms
:Kernel 1 Time: 0.280480 ms
:Kernel 2 TIme: 0.020480 ms
:Kernel 1 Time: 0.274080 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.275520 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.275680 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.275040 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.274880 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.276640 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.277760 ms
:Kernel 2 TIme: 0.019360 ms
:Kernel 1 Time: 0.279361 ms
:Kernel 2 TIme: 0.019680 ms
:Kernel 1 Time: 0.273760 ms
:Kernel 2 TIme: 0.019040 ms
:Kernel 1 Time: 0.274400 ms
:Kernel 2 TIme: 0.019200 ms
:Kernel 1 Time: 0.272320 ms
